arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-emergency,closure,response-blackout,16094316,1757048,17208575,17208575,0,1703968,610566,18551016077,50647607,46949,656791442,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.020291275442,0,1.020291275442,0,13418,0.797717023343717,1,0.167607112133073,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.933566944079428,2,3,60,150,0,0.115510707507636,0.226055662701637,0.11223204029862,0.0868698054878092,0.183474915369055,0.0535432283072914,1,1,326,1,1,1,115,115,28,29,187,43,0,0,0,0,0,0,0,997,997,251,251,305,305,12788,0.409215999999999,0.409216,1,8.88178419700125e-16,0,0,0.151177632165432,0.153495879747472,1.01433167120385,0,0,1.47455999999999,0.409215999999999,0.179407238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094316,1757048,17208575,17208575,0,1703968,610566,18551016077,50647607,46949,431002207,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.1117449432313,0,7.1117449432313,0,13418,6.19034790206892,0,-0.112889652713089,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.933566944079428,2,3,60,150,0,0.471716290275555,0.862520853707648,0.782291943755443,0.230896104805308,0.426626974955533,0.680938269227581,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,810,810,208,208,305,305,12788,0.409215999999999,0.409216,1,8.88178419700125e-16,0,0,0.364804711879763,0.377248738716071,0.773197071402335,0,0,1.12127999999999,0.409215999999999,0.145761523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094316,1757048,17208575,17208575,0,1703968,610566,18774513205,49659928,46949,656122044,139597978,139597978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.03197760327195,0,1.03197760327195,0,14018,0.797820552309765,1,0.137307810253612,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.115584443096229,0.227444034557596,0.113517536359914,0.0866058777131071,0.183498727031246,0.0485581851093366,1,1,326,1,1,1,86,86,0,29,135,37,0,0,0,0,0,0,0,988,988,260,260,9,9,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.149937381513608,0.163578962852958,1.06432068751321,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094316,1757048,17208575,17208575,0,1703968,610566,18725262974,52330821,46949,656442041,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.0247348994654,0,1.0247348994654,0,13418,0.797689333413399,1,0.167607112133073,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.410179640718563,0.351292159439334,2,3,20,16,6,0.115529613208379,0.225786819271241,0.112720838941194,0.0870642006773918,0.183468546685082,0.0549492193952532,1,1,326,1,1,1,94,94,8,29,151,37,0,0,0,0,0,0,0,996,996,252,252,137,137,4812,0.153984,0.153984,1,1.11022302462516e-16,0,0,0.150823256653692,0.153119962737374,1.01231087519938,0,0,1.47455999999999,0.153984,0.155099428571428
periodic-iid20,periodic,none,16094317,440689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112276691667272,0.112926079754302,1.06277109773432,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094317,440689,14658119,14658119,0,1451822,610566,18841929441,52048662,46949,656271493,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,1.00385239616414,0,1.00385239616414,0,13440,0.80644901119331,1,0.169987829310055,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.328661118411447,3,3,16,18,2,0.122530318380629,0.221007993077933,0.110423763578055,0.0778858341479072,0.185483272574461,0.0446386630589721,1,1,326,1,1,1,32,32,6,9,47,17,0,0,0,0,0,0,0,993,993,255,255,132,132,4502,0.144064,0.144064,1,8.88178419700125e-16,0,0,0.146380417624593,0.148832872905904,1.03512594400399,0,0,1.47455999999999,0.144064,0.154154666666666
closure-response-blackout-emergency,closure,response-blackout,16094317,440689,14658119,14658119,0,1451822,610566,18594532949,49631478,46949,656260614,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.991545125105041,1,0.991545125105041,1,13440,0.811557236111253,1,0.169987829310055,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.934442984377281,3,3,60,149,0,0.121789816581536,0.220001966932338,0.109069963761554,0.0783765918291164,0.186658164305588,0.0441537546424484,1,1,326,1,1,1,114,114,27,29,175,53,0,0,0,0,0,0,0,985,985,263,263,305,305,12800,0.409599999999999,0.4096,1,8.88178419700125e-16,0,0,0.145927913055842,0.148355718216875,1.03130425850993,0,0,1.47455999999999,0.409599999999999,0.179443809523808
closure-response-blackout-no-emergency,closure,response-blackout,16094317,440689,14658119,14658119,0,1451822,610566,18594532949,49631478,46949,432632051,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.18133962576725,0,7.18133962576725,0,13440,6.177162018717,0,-0.0933307697380763,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.934442984377281,3,3,60,149,0,0.489562138818713,0.858359029873651,0.789947358834398,0.195326699174406,0.432456049346112,0.67948782205887,0,0,326,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,810,810,210,210,305,305,12800,0.409599999999999,0.4096,1,8.88178419700125e-16,0,0,0.352496742391904,0.364596279212876,0.754508413888767,0,0,1.12435199999999,0.409599999999999,0.146090666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094317,440689,14658119,14658119,0,1451822,610566,18815419985,49664386,46949,656274033,139603678,139603678,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.988231480926562,1,0.988231480926562,1,14018,0.811426456691249,1,0.154981585536716,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.121528839448802,0.219755833268977,0.108705462901922,0.0774079805402492,0.186628085038987,0.0442068584208553,1,1,326,1,1,1,87,87,0,29,135,39,0,0,0,0,0,0,0,990,990,258,258,9,9,384,0.012288,0.012288,1,0,0,0,0.142781024526737,0.156480622563484,1.06463483940014,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094317,440689,14658119,14658119,0,1451822,610566,18770630218,52573136,46949,656635202,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.996242080607281,1,0.996242080607281,1,13440,0.811585662219303,1,0.169987829310055,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.407185628742515,0.336837494524748,3,3,16,18,6,0.122047022065401,0.220400202068469,0.109586628866801,0.077776096758829,0.18666470231044,0.0440658298828864,1,1,326,1,1,1,93,93,8,29,141,45,0,0,0,0,0,0,0,986,986,262,262,136,136,4614,0.147648,0.147648,1,8.88178419700125e-16,0,0,0.146048984606584,0.1484836750878,1.03188907569399,0,0,1.47455999999999,0.147648,0.154495999999999
periodic-iid20,periodic,none,16094318,1271947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109963873371189,0.11026954174515,1.04789992057465,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094318,1271947,12615049,12615049,0,1565463,610566,18663246879,52104439,46949,657419063,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.931426108873692,1,0.931426108873692,1,13418,0.832043655733703,1,0.190308869815695,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.383233532934132,0.307928164695576,2,4,12,19,1,0.11931919926696,0.214228005040949,0.0964801086415527,0.0891722852841323,0.191370040818752,0.0577108852507315,1,1,326,1,1,1,24,24,6,6,42,6,0,0,0,0,0,0,0,1021,1021,227,227,128,128,4218,0.134976,0.134976,1,8.88178419700125e-16,0,0,0.144088625516947,0.147035328813233,1.02248517344948,0,0,1.47455999999999,0.134976,0.153289142857142
closure-response-blackout-emergency,closure,response-blackout,16094318,1271947,12615049,12615049,0,1565463,610566,18415850387,50376106,46949,656892103,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.911668984218592,1,0.911668984218592,1,13418,0.835452622766372,1,0.184026050593573,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.928164695575996,2,4,60,147,0,0.116805652526205,0.209683866370276,0.0920849512616117,0.0851461635405486,0.192154103236265,0.0583119961438103,1,1,326,1,1,1,116,116,29,29,193,39,0,0,0,0,0,0,0,1023,1023,225,225,303,303,12714,0.406847999999999,0.406848,1,8.88178419700125e-16,0,0,0.14268739866066,0.145560386052446,1.01777168565594,0,0,1.47455999999999,0.406847999999999,0.179181714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094318,1271947,12615049,12615049,0,1565463,610566,18415850387,50376106,46949,429701349,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.26042052564377,0,7.26042052564377,0,13418,6.3199726612806,0,-0.110265688677449,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.928164695575996,2,4,60,147,0,0.473009609050651,0.861592420698921,0.798646257820815,0.241296170672224,0.422758645499024,0.695196992740866,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,830,830,186,186,303,303,12714,0.406847999999999,0.406848,1,8.88178419700125e-16,0,0,0.361774953349319,0.374515877887307,0.768623959955038,0,0,1.11820799999999,0.406847999999999,0.145243428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094318,1271947,12615049,12615049,0,1565463,610566,18636911951,49752327,46949,657463436,139573278,139573278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.918978703218228,1,0.918978703218228,1,14018,0.835493880967117,1,0.140463542817445,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.117441904403319,0.211365101740192,0.0925370515197485,0.0850164253677941,0.192163592622437,0.0578349279354955,1,1,326,1,1,1,87,87,0,29,146,28,0,0,0,0,0,0,0,1023,1023,225,225,10,10,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.140166621805546,0.154525784612078,1.06130389759578,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094318,1271947,12615049,12615049,0,1565463,610566,18595611087,52748723,46949,656738373,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.912102174066059,1,0.912102174066059,1,13418,0.835460912571931,1,0.186771156180069,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.398203592814371,0.318148634837203,2,4,12,19,6,0.118445143338128,0.209783500035194,0.0921992096170674,0.0874171420959211,0.192156009891544,0.0581900240829321,1,1,326,1,1,1,93,93,6,29,152,34,0,0,0,0,0,0,0,1018,1018,230,230,133,133,4358,0.139456,0.139456,1,8.88178419700125e-16,0,0,0.143462956056407,0.146378726938584,1.02226628018627,0,0,1.47455999999999,0.139456,0.153715809523809
periodic-iid20,periodic,none,16094319,1312663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108872763778031,0.109304051131332,1.05369898348382,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094319,1312663,13690344,13690344,0,1839568,610566,18701292213,51690618,46949,657207582,139613178,139613178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.922737864953871,1,0.922737864953871,1,13440,0.836499029018312,1,0.184303947428183,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.440119760479042,0.384435684041466,3,5,24,23,2,0.118644511718016,0.21222970893939,0.0977142830607692,0.0825673002230896,0.192394776674212,0.0513498137937278,1,1,326,1,1,1,41,41,10,11,63,19,0,0,0,0,0,0,0,995,995,253,253,147,147,5266,0.168512,0.168512,1,4.44089209850063e-16,0,0,0.143291346386302,0.145842324594625,1.03503226387935,0,0,1.47455999999999,0.168512,0.156483047619047
closure-response-blackout-emergency,closure,response-blackout,16094319,1312663,13690344,13690344,0,1839568,610566,18453895721,50658712,46949,657497486,139613178,139613178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.912126513048602,1,0.912126513048602,1,13440,0.829193906003405,1,0.181284929273782,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.933858957512046,3,5,60,148,0,0.114648880307746,0.209789098001179,0.0954583040526278,0.076213508256656,0.190714598380783,0.0487117413288478,1,1,326,1,1,1,116,116,29,29,182,50,0,0,0,0,0,0,0,1001,1001,247,247,306,306,12792,0.409343999999999,0.409344,1,4.44089209850063e-16,0,0,0.142174214563069,0.144660607762364,1.03303895756863,0,0,1.47455999999999,0.409343999999999,0.179419428571427
closure-response-blackout-no-emergency,closure,response-blackout,16094319,1312663,13690344,13690344,0,1839568,610566,18453895721,50658712,46949,430621290,139613178,139613178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.4781748620052,0,7.4781748620052,0,13440,6.60655425564871,0,-0.124392481517632,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.933858957512046,3,5,60,148,0,0.503639584828062,0.890407044014651,0.822599234820573,0.226420706369459,0.421171754631289,0.726720968121358,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,819,819,197,197,306,306,12792,0.409343999999999,0.409344,1,4.44089209850063e-16,0,0,0.361351882052391,0.373990112673449,0.786885653931269,0,0,1.11820799999999,0.409343999999999,0.145481142857142
closure-prepare-blackout-emergency,closure,prepare-blackout,16094319,1312663,13690344,13690344,0,1839568,610566,18676171400,49840267,46949,656849155,139613178,139613178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.913613307842546,1,0.913613307842546,1,14018,0.829255778727037,1,0.154272063145713,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0329341317365269,0.0315374507227332,7,4,0,0,0,0.114987179601511,0.210131060803786,0.0958650943622006,0.0764587013446798,0.190728829107218,0.0486631010175431,1,1,326,1,1,1,87,87,0,29,134,40,0,0,0,0,0,0,0,998,998,250,250,11,11,432,0.013824,0.013824,1,4.44089209850063e-16,0,0,0.14056886590726,0.154057929915353,1.07611002185522,0,0,1.47455999999999,0.013824,0.141750857142856
closure-commit-blackout-emergency,closure,commit-blackout,16094319,1312663,13690344,13690344,0,1839568,610566,18630795166,52208858,46949,656890847,139613178,139613178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.914915034302844,1,0.914915034302844,1,13440,0.829195223204105,1,0.180903829918835,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.452095808383234,0.392612060154767,3,5,24,23,6,0.117439223837919,0.210430457889654,0.0961044839498436,0.0815076444401153,0.190714901336944,0.0486058713532671,1,1,326,1,1,1,97,97,10,29,154,40,0,0,0,0,0,0,0,999,999,249,249,151,151,5378,0.172096,0.172096,1,4.44089209850063e-16,0,0,0.142406014159681,0.144905886119488,1.03464305095404,0,0,1.47455999999999,0.172096,0.15682438095238
periodic-iid20,periodic,none,16094320,1363051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111673227841624,0.112231988044631,1.06992723755778,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094320,1363051,14397885,14397885,0,1087975,610566,18678221632,51983183,46949,657385287,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.939637299990282,1,0.939637299990282,1,13418,0.884159333205236,1,0.199553119328987,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.407185628742515,0.346619944517448,2,3,20,19,2,0.118080546176217,0.216116578997765,0.100738233381407,0.0844860589719705,0.203356646637204,0.0601087143008732,1,1,326,1,1,1,32,32,8,8,53,11,0,0,0,0,0,0,0,991,991,257,257,136,136,4748,0.151936,0.151936,1,0,0,0,0.148922929508988,0.1509916200121,1.03739903431453,0,0,1.47455999999999,0.151936,0.15490438095238
closure-response-blackout-emergency,closure,response-blackout,16094320,1363051,14397885,14397885,0,1087975,610566,18430825140,50575547,46949,657570980,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.94240182908831,1,0.94240182908831,1,13418,0.887266186580315,1,0.19168417060432,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.932106876916338,2,3,60,150,0,0.119773172490246,0.216752420690311,0.0984638672034551,0.0854625278077132,0.204071222913472,0.0606810898630945,1,1,326,1,1,1,115,115,28,29,179,51,0,0,0,0,0,0,0,988,988,260,260,305,305,12768,0.408575999999999,0.408576,1,0,0,0,0.14876074285366,0.150820034166867,1.04282916598483,0,0,1.47455999999999,0.408575999999999,0.179346285714285
closure-response-blackout-no-emergency,closure,response-blackout,16094320,1363051,14397885,14397885,0,1087975,610566,18430825140,50575547,46949,431263671,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.49341136233925,0,7.49341136233925,0,13418,6.68895000606483,0,-0.132012914034069,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.932106876916338,2,3,60,150,0,0.457933193549232,0.87869601354352,0.824275249857317,0.303744678631929,0.416823512205153,0.735784500667131,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,809,809,209,209,305,305,12768,0.408575999999999,0.408576,1,0,0,0,0.371248137151007,0.383961658656976,0.785336448522849,0,0,1.12127999999999,0.408575999999999,0.145700571428571
closure-prepare-blackout-emergency,closure,prepare-blackout,16094320,1363051,14397885,14397885,0,1087975,610566,18651089495,49659928,46949,657487048,139603678,139603678,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.942427740894356,1,0.942427740894356,1,14018,0.887300709186444,1,0.159435825809412,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.116882975253695,0.216758380405702,0.0979342795051381,0.086284112987455,0.204079163112882,0.0604166000045523,1,1,326,1,1,1,86,86,0,29,132,40,0,0,0,0,0,0,0,986,986,262,262,9,9,384,0.012288,0.012288,1,0,0,0,0.145779305850628,0.159732413548705,1.05185288424478,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094320,1363051,14397885,14397885,0,1087975,610566,18611597134,52508137,46949,657420270,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.94239187025621,1,0.94239187025621,1,13418,0.887248380323882,1,0.192041999042185,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.419161676646707,0.354796320630749,2,3,20,19,6,0.120217553597309,0.216750130158928,0.101121520610563,0.0849633508310914,0.204067127474493,0.0606595580450717,1,1,326,1,1,1,94,94,8,29,144,44,0,0,0,0,0,0,0,990,990,258,258,140,140,4860,0.15552,0.15552,1,0,0,0,0.148503552243268,0.150546890069373,1.0432048754114,0,0,1.47455999999999,0.15552,0.155245714285713
periodic-iid20,periodic,none,16094321,938732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10883112390097,0.109304046992053,1.06101564470278,0,0,2.70028799999998,0,0.257170285714283
