arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
periodic-iid20,periodic,none,16094340,1560213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112432966833918,0.112744369909007,1.05792505597864,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094340,1560213,13020829,13020829,0,1858084,610566,18736992156,52142919,46949,656514190,139577078,139577078,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.947864790931415,1,0.947864790931415,1,13440,0.814951921556097,1,0.177894010514573,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.330559205723463,3,5,16,16,2,0.13902599695014,0.218008901914225,0.101316356010462,0.0775808933203443,0.187438941957902,0.0695700566233408,1,1,326,1,1,1,33,33,8,9,48,18,0,0,0,0,0,0,0,1007,1007,241,241,132,132,4528,0.144896,0.144896,1,8.88178419700125e-16,0,0,0.142593311163144,0.14516743959102,1.0356004942599,0,0,1.47455999999999,0.144896,0.154233904761904
closure-response-blackout-emergency,closure,response-blackout,16094340,1560213,13020829,13020829,0,1858084,610566,18489595664,49851731,46949,656232878,139577078,139577078,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.935970076536275,1,0.935970076536275,1,13440,0.811503825640317,1,0.177894010514573,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.938677179150241,3,5,60,149,0,0.135107051708111,0.215273117603343,0.0989024372692889,0.0792893852901813,0.186645879897273,0.0677831935045108,1,1,326,1,1,1,116,116,29,29,175,57,0,0,0,0,0,0,0,997,997,251,251,307,307,12858,0.411455999999999,0.411456,1,8.88178419700125e-16,0,0,0.143569635113992,0.146202090007093,1.03776478611305,0,0,1.47455999999999,0.411455999999999,0.17962057142857
closure-response-blackout-no-emergency,closure,response-blackout,16094340,1560213,13020829,13020829,0,1858084,610566,18489595664,49851731,46949,429861197,139577078,139577078,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.27483866579318,0,7.27483866579318,0,13440,6.374640865972,0,-0.122324113286587,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.938677179150241,3,5,60,149,0,0.481435049832275,0.885496557664429,0.80023225323725,0.242562733052163,0.423510583927589,0.70121049525692,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,822,822,194,194,307,307,12858,0.411455999999999,0.411456,1,8.88178419700125e-16,0,0,0.36939598973292,0.382443899400372,0.781302680947982,0,0,1.11820799999999,0.411455999999999,0.145682285714285
closure-prepare-blackout-emergency,closure,prepare-blackout,16094340,1560213,13020829,13020829,0,1858084,610566,18712782372,49664386,46949,657144741,139577078,139577078,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.934731200880592,1,0.934731200880592,1,14018,0.811255880222393,1,0.157445137956404,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.138141951023883,0.214988176202536,0.0987988784160687,0.0756298115890282,0.18658885245115,0.0679317944771085,1,1,326,1,1,1,87,87,0,29,133,41,0,0,0,0,0,0,0,1002,1002,246,246,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.139932954006433,0.153535165730616,1.05791373591038,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094340,1560213,13020829,13020829,0,1858084,610566,18662509649,52671704,46949,656422850,139577078,139577078,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.936081980726514,1,0.936081980726514,1,13440,0.811522012502892,1,0.177894010514573,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.407185628742515,0.338735581836764,3,5,16,16,6,0.135283346501271,0.215298855567098,0.0988993581021338,0.0794635251517213,0.186650062875665,0.0677431491276526,1,1,326,1,1,1,95,95,8,29,142,48,0,0,0,0,0,0,0,996,996,252,252,136,136,4640,0.14848,0.14848,1,8.88178419700125e-16,0,0,0.144179814957729,0.146847059339407,1.03940615992979,0,0,1.47455999999999,0.14848,0.154575238095237
periodic-iid20,periodic,none,16094341,1588137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.114822525918246,0.115611499372608,1.06353679811663,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094341,1588137,13336527,13336527,0,1346677,610566,18706746520,51790977,46949,657283048,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.953054975797118,1,0.953054975797118,1,13418,0.904189946656477,1,0.178849347998648,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.377245508982036,0.301211855745364,2,4,12,17,1,0.123910983715535,0.219202644433337,0.0831472772131053,0.0926961752166182,0.20796368773099,0.0535485542359482,1,1,326,1,1,1,23,23,5,6,38,8,0,0,0,0,0,0,0,1004,1004,244,244,126,126,4126,0.132032,0.132032,1,1.11022302462516e-16,0,0,0.144162711182093,0.145382645967289,1.01701749050918,0,0,1.47455999999999,0.132032,0.153008761904761
closure-response-blackout-emergency,closure,response-blackout,16094341,1588137,13336527,13336527,0,1346677,610566,18459350028,50577114,46949,656472068,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.958267705160662,1,0.958267705160662,1,13418,0.901299980779065,1,0.178849347998648,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.932252883632647,2,4,60,148,0,0.125158656425164,0.220401572186952,0.0850212336167309,0.0935889191269794,0.207298995579185,0.0518875089894806,1,1,326,1,1,1,115,115,28,29,179,51,0,0,0,0,0,0,0,990,990,258,258,304,304,12770,0.408639999999999,0.40864,1,1.11022302462516e-16,0,0,0.143943879413782,0.145148103660507,1.01738398163618,0,0,1.47455999999999,0.408639999999999,0.17935238095238
closure-response-blackout-no-emergency,closure,response-blackout,16094341,1588137,13336527,13336527,0,1346677,610566,18459350028,50577114,46949,430928012,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.27924921959827,0,7.27924921959827,0,13418,6.39059856300241,0,-0.0955796678638239,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.932252883632647,2,4,60,148,0,0.476007908683767,0.865790097218027,0.80071741415581,0.252809269522071,0.449837530463552,0.702965841930265,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,811,811,207,207,304,304,12770,0.408639999999999,0.40864,1,1.11022302462516e-16,0,0,0.360767807926671,0.372783397786089,0.754995252146084,0,0,1.12127999999999,0.408639999999999,0.145706666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094341,1588137,13336527,13336527,0,1346677,610566,18683957273,49747965,46949,657096674,139611278,139611278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.963000630341509,1,0.963000630341509,1,14018,0.901355642627435,1,0.138838035352677,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.12107885028135,0.221490144978547,0.0866290123882339,0.0946293060376351,0.20731179780431,0.0520079083630098,1,1,326,1,1,1,86,86,0,29,131,41,0,0,0,0,0,0,0,992,992,256,256,10,10,408,0.013056,0.013056,1,1.11022302462516e-16,0,0,0.141272441215371,0.154386485007495,1.05657382514354,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094341,1588137,13336527,13336527,0,1346677,610566,18635798370,52435261,46949,657225404,139611278,139611278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.958069448428918,1,0.958069448428918,1,13418,0.901313694877437,1,0.178849347998648,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.392215568862275,0.311432325886991,2,4,12,17,6,0.124708883865963,0.220355973138651,0.0849884541781909,0.0936110213420913,0.207302149821811,0.0519192191886719,1,1,326,1,1,1,92,92,6,29,145,39,0,0,0,0,0,0,0,997,997,251,251,131,131,4266,0.136512,0.136512,1,1.11022302462516e-16,0,0,0.143908288551097,0.145109365890345,1.0172629378594,0,0,1.47455999999999,0.136512,0.153435428571428
periodic-iid20,periodic,none,16094342,464088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111590894666784,0.11205069462034,1.06724371382722,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094342,464088,14163415,14163415,0,1717462,610566,18788470982,52278274,46949,656628114,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,1.01398986375441,0,1.01398986375441,0,13440,0.844457345850998,1,0.177124219133956,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.404191616766467,0.333041319900715,3,6,16,19,1,0.124630672663368,0.228177442205805,0.111538885012985,0.0843535865205336,0.19422518954573,0.0536308618231227,1,1,326,1,1,1,32,32,8,8,49,15,0,0,0,0,0,0,0,1023,1023,225,225,135,135,4562,0.145984,0.145984,1,4.44089209850063e-16,0,0,0.1473537834662,0.149095520190222,1.03967615075974,0,0,1.47455999999999,0.145984,0.154337523809523
closure-response-blackout-emergency,closure,response-blackout,16094342,464088,14163415,14163415,0,1717462,610566,18541074490,50036952,46949,656880499,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,1.02499285481133,0,1.02499285481133,0,13440,0.839748824309589,1,0.176048373997503,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.925149700598802,0.942327347057965,3,6,60,150,0,0.122403996569142,0.228576703197952,0.112749214029246,0.0820661573665609,0.193142229591206,0.051380682432888,1,1,326,1,1,1,116,116,29,29,178,54,0,0,0,0,0,0,0,1020,1020,228,228,309,309,12908,0.413055999999999,0.413056,1,8.88178419700125e-16,0,0,0.146531824826961,0.148221438295048,1.03167606358729,0,0,1.47455999999999,0.413055999999999,0.179772952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094342,464088,14163415,14163415,0,1717462,610566,18541074490,50036952,46949,429547831,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.33356230495609,0,7.33356230495609,0,13440,6.44629782786669,0,-0.129354982038288,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.925149700598802,0.942327347057965,3,6,60,150,0,0.484613726359249,0.879038259613033,0.80669185354517,0.232682006911316,0.423460652298444,0.709092761065336,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,842,842,174,174,309,309,12908,0.413055999999999,0.413056,1,8.88178419700125e-16,0,0,0.368516571827225,0.381033865863079,0.787566725363242,0,0,1.11820799999999,0.413055999999999,0.145834666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094342,464088,14163415,14163415,0,1717462,610566,18764135341,49752327,46949,656735432,139575178,139575178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.02458034680755,0,1.02458034680755,0,14018,0.83990608713371,1,0.158801261468647,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.123065636468644,0.228549456493158,0.112703838148831,0.0805906646625087,0.193178400040753,0.0513876882824784,1,1,326,1,1,1,87,87,0,29,135,39,0,0,0,0,0,0,0,1023,1023,225,225,10,10,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.142376063697053,0.155798784212939,1.06034304489394,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094342,464088,14163415,14163415,0,1717462,610566,18721641469,51863452,46949,657091980,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,1.02588170866432,0,1.02588170866432,0,13440,0.83980354201375,1,0.176132506991854,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.419161676646707,0.343261790042342,3,6,16,19,6,0.123552735783216,0.229135296113082,0.112846987953076,0.0842832535697653,0.193154814663163,0.0512674617181881,1,1,326,1,1,1,95,95,8,29,144,46,0,0,0,0,0,0,0,1020,1020,228,228,140,140,4702,0.150464,0.150464,1,4.44089209850063e-16,0,0,0.146856625079832,0.148566895452387,1.03432361296641,0,0,1.47455999999999,0.150464,0.15476419047619
periodic-iid20,periodic,none,16094343,310576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11012796215627,0.110592505273971,1.0502631413372,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094343,310576,15515549,15515549,0,1428079,610566,18690140170,52251762,46949,657305200,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.914507518853142,1,0.914507518853142,1,13418,0.864950117784414,1,0.172215784982706,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.413173652694611,0.352314206453497,2,4,20,21,1,0.119683408977437,0.210336729336223,0.0989245819827507,0.0904081670252956,0.198938527090415,0.0682552250760602,1,1,326,1,1,1,32,32,8,8,55,9,0,0,0,0,0,0,0,1004,1004,244,244,138,138,4826,0.154432,0.154432,1,4.44089209850063e-16,0,0,0.144705639373347,0.147089604644763,1.02859099208886,0,0,1.47455999999999,0.154432,0.155142095238094
closure-response-blackout-emergency,closure,response-blackout,16094343,310576,15515549,15515549,0,1428079,610566,18442743678,50570666,46949,657403647,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.908825525944618,1,0.908825525944618,1,13418,0.860372384783661,1,0.169479858427226,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.11653404792708,0.208858265225057,0.099970807853908,0.0918719853241352,0.197885648500242,0.0682786790736576,1,1,326,1,1,1,116,116,29,29,197,35,0,0,0,0,0,0,0,1012,1012,236,236,305,305,12766,0.408511999999999,0.408512,1,8.88178419700125e-16,0,0,0.142579472801022,0.144836917607739,1.03023010136515,0,0,1.47455999999999,0.408511999999999,0.179340190476189
closure-response-blackout-no-emergency,closure,response-blackout,16094343,310576,15515549,15515549,0,1428079,610566,18442743678,50570666,46949,430687603,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.16885968357479,0,7.16885968357479,0,13418,6.29201723049616,0,-0.134781177085664,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.460227375586493,0.874764915026626,0.788574565193227,0.269134754827153,0.43648507356561,0.692121895354577,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,815,815,201,201,305,305,12766,0.408511999999999,0.408512,1,8.88178419700125e-16,0,0,0.375708986127908,0.388828938932905,0.788755543178148,0,0,1.11820799999999,0.408511999999999,0.145401904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094343,310576,15515549,15515549,0,1428079,610566,18667097733,49752327,46949,657284404,139599878,139599878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.912060454508138,1,0.901291535572203,1,14018,0.860062680064258,1,0.158567101411514,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.119599906723746,0.209773904536872,0.0982325474921156,0.0883928775789451,0.197814416414779,0.0682485311728662,1,1,326,1,1,1,87,87,0,29,145,29,0,0,0,0,0,0,0,999,999,249,249,10,10,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.142122266107324,0.156742739506077,1.06774008134691,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094343,310576,15515549,15515549,0,1428079,610566,18620852417,51836940,46949,657032000,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.908562360949883,1,0.908562360949883,1,13418,0.860363983369839,1,0.16850544920665,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.42814371257485,0.362534676595123,2,4,20,21,6,0.115835189273848,0.207389840501027,0.0999418597044871,0.0906855304872511,0.197883716175063,0.0671919014556024,1,1,326,1,1,1,95,95,8,29,164,26,0,0,0,0,0,0,0,1015,1015,233,233,143,143,4966,0.158912,0.158912,1,4.44089209850063e-16,0,0,0.142528255087854,0.144782692629019,1.02864747045715,0,0,1.47455999999999,0.158912,0.155568761904761
periodic-iid20,periodic,none,16094344,1485707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111863635832452,0.112366151605352,1.06604728333193,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094344,1485707,13809304,13809304,0,683606,610566,18737033244,52186057,46949,656719148,139618878,139618878,1,1,3,1,4,1,1,48,56,1,1,1,24,1,1,4,0,0,0,4.94491205184207,0.944912051842072,1,1.00682591198059,0,1.00682591198059,0,13462,0.824888141962123,1,0.161000143135669,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.332895313184406,4,5,16,18,1,0.121162067784339,0.228251912881167,0.110750850317865,0.0920776618106858,0.189724272651288,0.0635783187262136,1,1,326,1,1,1,35,35,8,9,54,16,0,0,0,0,0,0,0,991,991,257,257,134,134,4560,0.14592,0.14592,1,1.11022302462516e-16,0,0,0.152680809994449,0.156258239128921,1.04189141665945,0,0,1.47455999999999,0.14592,0.154331428571428
closure-response-blackout-emergency,closure,response-blackout,16094344,1485707,13809304,13809304,0,683606,610566,18489636752,49847375,46949,656553818,139618878,139618878,1,1,3,1,4,1,1,48,56,1,1,1,24,0,0,0,4,0,0,4.94491205184207,0.944912051842072,1,0.971113847257664,1,0.971113847257664,1,13462,0.821054631864399,1,0.161000143135669,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.93882318586655,4,5,60,148,0,0.121718595074402,0.223356184869263,0.106374255137329,0.0874491384962932,0.188842565328812,0.0635783187262136,1,1,326,1,1,1,115,115,28,29,181,49,0,0,0,0,0,0,0,982,982,266,266,307,307,12860,0.411519999999999,0.41152,1,8.88178419700125e-16,0,0,0.153478140611768,0.157094812561743,1.04920894978436,0,0,1.47455999999999,0.411519999999999,0.179626666666666
closure-response-blackout-no-emergency,closure,response-blackout,16094344,1485707,13809304,13809304,0,683606,610566,18489636752,49847375,46949,431364615,139618878,139618878,1,1,3,1,4,1,1,48,56,1,1,1,24,0,0,0,4,0,0,4.94491205184207,0.944912051842072,1,7.21020387159925,0,7.21020387159925,0,13462,6.2604869186495,0,-0.107930124233785,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.93882318586655,4,5,60,148,0,0.447446655373152,0.866903298645167,0.793122425875917,0.270813523284286,0.431231267703987,0.688653561051445,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,801,801,217,217,307,307,12860,0.411519999999999,0.41152,1,8.88178419700125e-16,0,0,0.371669174014773,0.385049823507668,0.776735480457559,0,0,1.12127999999999,0.411519999999999,0.145980952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094344,1485707,13809304,13809304,0,683606,610566,18710586808,49835999,46949,655987179,139618878,139618878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.971839596860135,1,0.971839596860135,1,14018,0.820978477170732,1,0.159368958406015,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0329341317365269,0.0315374507227332,7,4,0,0,0,0.121090144946716,0.223523107277831,0.106532796374324,0.0866168587207239,0.188825049749268,0.0604621227116695,1,1,326,1,1,1,86,86,0,29,137,35,0,0,0,0,0,0,0,989,989,259,259,11,11,432,0.013824,0.013824,1,1.11022302462516e-16,0,0,0.149855798965939,0.163796850494452,1.06167252711785,0,0,1.47455999999999,0.013824,0.141750857142856
