seed,cell,rmseAdaptiveMinusPiggyCsma,rmseAdaptiveMinusPiggyAloha,rmseInteraction,offered_utilAdaptiveMinusPiggyCsma,offered_utilAdaptiveMinusPiggyAloha,offered_utilInteraction
16023051,n5-moderate-bg30,0.000875418895191105,0.027691548109937,0.0268161292147459,-0.000416666666667065,-0.0122499999999899,-0.0118333333333228
16023052,n5-moderate-bg30,-0.0043116006869324,0.122964707802502,0.127276308489434,0.00766666666666604,-0.0189999999999999,-0.026666666666666
16023053,n5-moderate-bg30,0.000766482015861006,-0.014538793417022,-0.015305275432883,-0.00566666666666604,0.00750000000000006,0.0131666666666661
16023054,n5-moderate-bg30,0.004740046816939,0.02164496575343,0.016904918936491,-0.00224999999999898,0.00258333333333005,0.00483333333332903
16023055,n5-moderate-bg30,0.0065454140289215,0.00778993151844998,0.00124451748952847,0.0124999999999991,0.00183333333334001,-0.0106666666666591
16023056,n5-moderate-bg30,-0.0082307400710557,-0.00231046720203898,0.00592027286901672,-0.010916666666665,0.0160833333333301,0.0269999999999951
16023057,n5-moderate-bg30,0.000630353371389211,-0.006162134318625,-0.00679248769001421,0.020333333333331,0.01033333333333,-0.010000000000001
16023058,n5-moderate-bg30,-0.000988826952136299,-0.015526263718648,-0.0145374367665117,0.00324999999999898,-0.0170000000000001,-0.0202499999999991
16023059,n5-moderate-bg30,0.00167255361768449,0.014118838410752,0.0124462847930675,0.013916666666666,-0.0205,-0.034416666666666
16023060,n5-moderate-bg30,0.0029396356243,-0.023372417180925,-0.026312052805225,-0.00175000000000003,0.00958333333333017,0.0113333333333302
16023061,n5-moderate-bg30,-0.00178280923138899,-0.032711296557745,-0.030928487326356,0.003,0,-0.003
16023062,n5-moderate-bg30,0.013080196956712,0.016915651422197,0.00383545446548497,0.023583333333331,0.01833333333334,-0.00524999999999098
16023063,n5-moderate-bg30,0.0012678975373579,-0.064739758513947,-0.0660076560513049,-0.00124999999999997,-0.01816666666666,-0.01691666666666
