arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,observedControlBytes,expectedControlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-iid20-emergency,closure,none,16094441,348396,16583215,16583215,0,1163370,610566,18721440945,52258847,46949,657647588,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.960577139058629,1,0.960577139058629,1,13440,0.839395463342512,1,0.187198577358889,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.413173652694611,0.353774273616586,3,6,20,17,2,0.120072760509283,0.220932741983485,0.10364000562284,0.0750095151443309,0.193060956568778,0.0504956257669806,1,1,326,1,1,1,37,37,9,10,54,20,0,0,0,0,0,0,0,983,983,265,265,138,138,4846,4846,4846,0.155072,0.155072,1,8.88178419700125e-16,0,0,0.142442978297018,0.145232254902605,1.0428521688438,0,0,1.47455999999999,0.155072,0.155203047619047
closure-response-blackout-emergency,closure,response-blackout,16094441,348396,16583215,16583215,0,1163370,610566,18474044453,49831582,46949,656879557,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.945173660213875,1,0.945173660213875,1,13440,0.831622741630861,1,0.187198577358889,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.922155688622755,0.938239159001314,3,6,60,149,0,0.117682735730751,0.217389941849191,0.100346219694286,0.0743833517849719,0.191273230575098,0.0480594148408728,1,1,326,1,1,1,116,116,29,29,187,45,0,0,0,0,0,0,0,998,998,250,250,308,308,12852,12852,12852,0.411264,0.411264,1,8.88178419700125e-16,0,0,0.138932737593412,0.141523843362021,1.0457483502165,0,0,1.47455999999999,0.411264,0.179602285714285
closure-response-blackout-no-emergency,closure,response-blackout,16094441,348396,16583215,16583215,0,1163370,610566,18474044453,49831582,46949,430633181,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.15837482555009,0,7.15837482555009,0,13440,6.23874117270492,0,-0.0971661122563054,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.922155688622755,0.938239159001314,3,6,60,149,0,0.477090815548024,0.86546652043171,0.78742123081051,0.223236715216165,0.429902379374006,0.686261528997541,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,811,811,205,205,308,308,12852,12852,12852,0.411264,0.411264,1,8.88178419700125e-16,0,0,0.358094751917856,0.370728927826724,0.758787147507531,0,0,1.11820799999999,0.411264,0.145663999999999
closure-prepare-blackout-emergency,closure,prepare-blackout,16094441,348396,16583215,16583215,0,1163370,610566,18696146565,49752327,46949,657529299,139603678,139603678,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.95506577379212,1,0.95506577379212,1,14018,0.831617122423145,1,0.176851569560979,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.120174360106815,0.219665127972188,0.103209547127016,0.0751914861691469,0.191271938157323,0.0479651430369099,1,1,326,1,1,1,87,87,0,29,140,34,0,0,0,0,0,0,0,992,992,256,256,10,10,408,408,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.137724687352363,0.152756491047199,1.04956037156323,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094441,348396,16583215,16583215,0,1163370,610566,18653046503,51733788,46949,657587509,139603678,139603678,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.944065162572697,1,0.944065162572697,1,13440,0.831630425394952,1,0.187198577358889,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.425149700598802,0.361950649729888,3,6,20,17,6,0.117257585652346,0.21713498739172,0.100095455755541,0.0742387638108553,0.191274997840839,0.0480594694663115,1,1,326,1,1,1,96,96,9,29,152,40,0,0,0,0,0,0,0,996,996,252,252,142,142,4958,4958,4958,0.158656,0.158656,1,8.88178419700125e-16,0,0,0.139276366301423,0.14188696423261,1.0449820974495,0,0,1.47455999999999,0.158656,0.15554438095238
periodic-iid20,periodic,none,16094442,1255181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.111478286449346,0.111796800098793,1.05670121865858,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094442,1255181,16172936,16172936,0,2017135,610566,18683502912,51852531,46949,657090447,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.914221574870814,1,0.914221574870814,1,13418,0.833438899399588,1,0.191141889887757,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.404191616766467,0.344283837056505,2,5,20,17,1,0.140319459640601,0.210270962220287,0.0935699950493313,0.0729960987088303,0.191690946861905,0.0601352932853656,1,1,326,1,1,1,32,32,8,8,51,13,0,0,0,0,0,0,0,1016,1016,232,232,135,135,4716,4716,4716,0.150912,0.150912,1,1.11022302462516e-16,0,0,0.144411023057536,0.146681166201632,1.03412259960732,0,0,1.47455999999999,0.150912,0.154806857142856
closure-response-blackout-emergency,closure,response-blackout,16094442,1255181,16172936,16172936,0,2017135,610566,18436106420,50550613,46949,657392931,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.06210360071462,0,1.06210360071462,0,13418,0.840219364968351,1,0.191141889887757,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.931522850051102,2,5,60,149,0,0.143131492646781,0.231517012047444,0.116831396078608,0.0903898456702898,0.193250453942721,0.0725561476238124,1,1,326,1,1,1,116,116,29,29,180,52,0,0,0,0,0,0,0,1007,1007,241,241,306,306,12760,12760,12760,0.40832,0.40832,1,8.88178419700125e-16,0,0,0.145324858324152,0.147650245590768,1.01750853191862,0,0,1.47455999999999,0.40832,0.179321904761904
closure-response-blackout-no-emergency,closure,response-blackout,16094442,1255181,16172936,16172936,0,2017135,610566,18436106420,50550613,46949,429732953,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.50748116748574,0,7.50748116748574,0,13418,6.58767051960222,0,-0.131031888948112,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.931522850051102,2,5,60,149,0,0.511774158424997,0.886601340993428,0.825822928423431,0.223252110952513,0.438325372039303,0.724643757156245,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,827,827,189,189,306,306,12760,12760,12760,0.40832,0.40832,1,8.88178419700125e-16,0,0,0.370389590817174,0.383211825490337,0.783714312869336,0,0,1.11820799999999,0.40832,0.145383619047618
closure-prepare-blackout-emergency,closure,prepare-blackout,16094442,1255181,16172936,16172936,0,2017135,610566,18661127083,49752327,46949,656580349,139575178,139575178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.0605926094205,0,1.0605926094205,0,14018,0.840239089551731,1,0.154920744503123,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.144182838834613,0.231355349874774,0.116665187036255,0.0925147157537931,0.193254990596898,0.0723012902362394,1,1,326,1,1,1,87,87,0,29,135,39,0,0,0,0,0,0,0,1010,1010,238,238,10,10,408,408,408,0.013056,0.013056,1,1.11022302462516e-16,0,0,0.141693682154018,0.155344461878399,1.0177314247266,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094442,1255181,16172936,16172936,0,2017135,610566,18618837809,52486282,46949,656676230,139575178,139575178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.917427909280214,1,0.917427909280214,1,13418,0.840218540040318,1,0.191141889887757,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.419161676646707,0.354504307198131,2,5,20,17,6,0.138737075317443,0.211008419134449,0.0941826428687651,0.0739788084790622,0.193250264209273,0.0586185973235107,1,1,326,1,1,1,95,95,8,29,145,45,0,0,0,0,0,0,0,1008,1008,240,240,140,140,4856,4856,4856,0.155392,0.155392,1,1.11022302462516e-16,0,0,0.145135523682204,0.147449490069686,1.02612083766622,0,0,1.47455999999999,0.155392,0.155233523809523
periodic-iid20,periodic,none,16094443,863942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109231665459026,0.109479131870578,1.05671607085107,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094443,863942,14190330,14190330,0,766276,610566,18707420465,52570889,46949,656244779,139620778,139620778,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,0.990485758964527,1,0.990485758964527,1,13396,0.971600015194927,1,0.178894305306377,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.37125748502994,0.294495546795153,1,3,12,17,1,0.142203465023723,0.227811724561841,0.0881279606868055,0.0801273113130345,0.223468003494833,0.071253603143929,1,1,326,1,1,1,20,20,5,5,34,6,0,0,0,0,0,0,0,970,970,278,278,124,124,4034,4034,4034,0.129088,0.129088,1,4.44089209850063e-16,0,0,0.152644657877218,0.153374009758927,1.03709466823102,0,0,1.47455999999999,0.129088,0.15272838095238
closure-response-blackout-emergency,closure,response-blackout,16094443,863942,14190330,14190330,0,766276,610566,18460023973,50205187,46949,657018882,139620778,139620778,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.984813485507598,1,0.984813485507598,1,13396,0.966030340398644,1,0.178131228490332,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.924514527668273,1,3,60,149,0,0.1387546098283,0.226507101666748,0.0869386899837776,0.0813394865945947,0.222186978291688,0.0715870851442264,1,1,326,1,1,1,116,116,29,29,188,44,0,0,0,0,0,0,0,969,969,279,279,303,303,12664,12664,12664,0.405248,0.405248,1,4.44089209850063e-16,0,0,0.15156953443588,0.152228791317081,1.03291687532234,0,0,1.47455999999999,0.405248,0.179029333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094443,863942,14190330,14190330,0,766276,610566,18460023973,50205187,46949,429545710,139620778,139620778,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.24997449681046,0,7.24997449681046,0,13396,6.37295678921845,0,-0.105001100532999,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.924514527668273,1,3,60,149,0,0.483207369576258,0.863749844065582,0.797497194649151,0.233734011015566,0.42304832429873,0.70102524681403,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,781,781,235,235,303,303,12664,12664,12664,0.405248,0.405248,1,4.44089209850063e-16,0,0,0.361762448258838,0.373345263647633,0.765320537404995,0,0,1.11820799999999,0.405248,0.145091047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094443,863942,14190330,14190330,0,766276,610566,18682912306,49664386,46949,656530803,139620778,139620778,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.984872895668401,1,0.984872895668401,1,14018,0.96609595093573,1,0.155690756439116,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.141803939937893,0.226520766003732,0.0869446492902271,0.0810912377771049,0.222202068715218,0.0716340184846662,1,1,326,1,1,1,87,87,0,29,144,30,0,0,0,0,0,0,0,969,969,279,279,9,9,384,384,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.148864225780419,0.16166919362584,1.05038521996542,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094443,863942,14190330,14190330,0,766276,610566,18640969525,52171862,46949,657237958,139620778,139620778,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,0.984863054967613,1,0.984863054967613,1,13396,0.966081820119252,1,0.177837922234364,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.304716016936779,1,3,12,17,6,0.13816090116433,0.226518502642551,0.0869491807230236,0.0816720463053531,0.222198818627428,0.0716666161894679,1,1,326,1,1,1,92,92,5,29,149,35,0,0,0,0,0,0,0,970,970,278,278,129,129,4174,4174,4174,0.133568,0.133568,1,4.44089209850063e-16,0,0,0.151585487508471,0.152245450530219,1.03143736631694,0,0,1.47455999999999,0.133568,0.153155047619047
periodic-iid20,periodic,none,16094444,586967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.114156237734406,0.114679637276372,1.05483294383993,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094444,586967,15498898,15498898,0,2036065,610566,18580153105,52017868,46949,656840682,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.997446026787682,1,0.997446026787682,1,13418,0.979234941235685,1,0.170244981538498,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.326763031099431,2,4,16,19,1,0.122164026944225,0.229412586161167,0.0952134265364749,0.112315661720421,0.225224036484208,0.083107748029926,1,1,326,1,1,1,27,27,6,7,40,14,0,0,0,0,0,0,0,971,971,277,277,132,132,4476,4476,4476,0.143232,0.143232,1,4.44089209850063e-16,0,0,0.154353085698289,0.156568038155968,1.02771914710082,0,0,1.47455999999999,0.143232,0.154075428571428
closure-response-blackout-emergency,closure,response-blackout,16094444,586967,15498898,15498898,0,2036065,610566,18332756613,50566208,46949,656983975,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.995007471872769,1,0.995007471872769,1,13418,0.975639455892468,1,0.170244981538498,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.127538044961584,0.228851718530737,0.0941220224502942,0.112274977550129,0.224397074855268,0.0842095181217974,1,1,326,1,1,1,115,115,28,29,182,48,0,0,0,0,0,0,0,979,979,269,269,305,305,12766,12766,12766,0.408512,0.408512,1,4.44089209850063e-16,0,0,0.152021153707786,0.15409338657884,1.03143422320945,0,0,1.47455999999999,0.408512,0.17934019047619
closure-response-blackout-no-emergency,closure,response-blackout,16094444,586967,15498898,15498898,0,2036065,610566,18332756613,50566208,46949,431859371,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.59287528383794,0,7.59287528383794,0,13418,6.74697650590468,0,-0.112504723421782,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.507657677479215,0.893847731118341,0.835216281222173,0.251297078745308,0.430167796842191,0.742167415649515,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,797,797,221,221,305,305,12766,12766,12766,0.408512,0.408512,1,4.44089209850063e-16,0,0,0.370482844439962,0.383033397767143,0.775418365977154,0,0,1.12127999999999,0.408512,0.145694476190476
closure-prepare-blackout-emergency,closure,prepare-blackout,16094444,586967,15498898,15498898,0,2036065,610566,18554589263,49747869,46949,657237559,139616978,139616978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.99486028461629,1,0.99486028461629,1,14018,0.975445504376741,1,0.154335548155432,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.115876528757293,0.228817865461747,0.0934972022150882,0.112545420404987,0.22435246600665,0.084115072309948,1,1,326,1,1,1,86,86,0,29,138,34,0,0,0,0,0,0,0,976,976,272,272,10,10,408,408,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.149982427830524,0.163568890295393,1.06654554498919,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094444,586967,15498898,15498898,0,2036065,610566,18504894812,52656887,46949,656521102,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.995019012369023,1,0.995019012369023,1,13418,0.975661384471743,1,0.170244981538498,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.410179640718563,0.336983501241057,2,4,16,19,6,0.126244384945865,0.228854372844875,0.0952830857008922,0.112028950282679,0.224402118428501,0.0842366872922429,1,1,326,1,1,1,93,93,7,29,143,43,0,0,0,0,0,0,0,974,974,274,274,137,137,4616,4616,4616,0.147712,0.147712,1,4.44089209850063e-16,0,0,0.152323786035733,0.154414027139149,1.0338697519195,0,0,1.47455999999999,0.147712,0.154502095238094
periodic-iid20,periodic,none,16094445,1798132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.107968895856509,0.108386898951667,1.05348599700084,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094445,1798132,13960569,13960569,0,1513547,610566,18753571126,52413568,46949,656299516,139605578,139605578,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.943944604409052,1,0.943944604409052,1,13418,0.819833941616932,1,0.174011391003011,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.335085413929041,2,4,16,20,2,0.134426516150847,0.217107259014082,0.0997417913141019,0.0717299283147845,0.188561806571894,0.0600579061061182,1,1,326,1,1,1,29,29,7,8,45,13,0,0,0,0,0,0,0,987,987,261,261,134,134,4590,4590,4590,0.14688,0.14688,1,8.88178419700125e-16,0,0,0.151602652381145,0.154070029370094,1.03456638959917,0,0,1.47455999999999,0.14688,0.154422857142856
closure-response-blackout-emergency,closure,response-blackout,16094445,1798132,13960569,13960569,0,1513547,610566,18506174634,50595886,46949,656347475,139605578,139605578,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.930006639626523,1,0.930006639626523,1,13418,0.8228941210587,1,0.174011391003011,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.932398890348956,2,4,60,150,0,0.131819106241737,0.2139015271141,0.0959308033082704,0.0628688783101261,0.189265647843501,0.0601587156446111,1,1,326,1,1,1,116,116,29,29,184,48,0,0,0,0,0,0,0,983,983,265,265,306,306,12772,12772,12772,0.408704,0.408704,1,8.88178419700125e-16,0,0,0.149912362234604,0.152282764691492,1.02105808981544,0,0,1.47455999999999,0.408704,0.179358476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094445,1798132,13960569,13960569,0,1513547,610566,18506174634,50595886,46949,429615633,139605578,139605578,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.12525092146949,0,7.12525092146949,0,13418,6.20170910663386,0,-0.096333638427502,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.916167664670659,0.932398890348956,2,4,60,150,0,0.478846299822978,0.863348055681604,0.783777601361644,0.20960406765817,0.436886774376618,0.682188001729725,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,799,799,217,217,306,306,12772,12772,12772,0.408704,0.408704,1,8.88178419700125e-16,0,0,0.369282870545536,0.381954848574558,0.770730938868897,0,0,1.11820799999999,0.408704,0.14542019047619
closure-prepare-blackout-emergency,closure,prepare-blackout,16094445,1798132,13960569,13960569,0,1513547,610566,18726637212,49752327,46949,656011423,139605578,139605578,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.925700153891052,1,0.925700153891052,1,14018,0.822889547372028,1,0.151282670953284,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.131894980699188,0.212911035394942,0.095326809215277,0.0725755987558081,0.189264595895567,0.0602201827450339,1,1,326,1,1,1,87,87,0,29,136,38,0,0,0,0,0,0,0,984,984,264,264,10,10,408,408,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.147742069472819,0.162091847294642,1.06413949315409,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094445,1798132,13960569,13960569,0,1513547,610566,18682065119,51899048,46949,656816348,139605578,139605578,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.9328315022573,1,0.9328315022573,1,13418,0.822878410247071,1,0.174011391003011,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.413173652694611,0.343261790042342,2,4,16,20,6,0.133827716434985,0.214551245519179,0.0964825524353932,0.0695946469763868,0.189262034356826,0.0600737858951905,1,1,326,1,1,1,94,94,7,29,151,37,0,0,0,0,0,0,0,989,989,259,259,138,138,4702,4702,4702,0.150464,0.150464,1,8.88178419700125e-16,0,0,0.149206342463622,0.151534318409306,1.01986195779932,0,0,1.47455999999999,0.150464,0.15476419047619
