arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-commit-blackout-emergency,closure,commit-blackout,16094231,1257286,13214467,13214467,0,1762021,591631,18695910593,47368003,657288297,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,30,1,0,1,2,0,1,6.23488910884435,0.234889108844352,1,1.08051202426223,0,1.08051202426223,0,9278,0.834000639205098,1,0.17923370961377,1,1,0.136343193259748,0.217862971016664,0.118856322668846,1,1,226,1,1,1,46,46,6,20,79,13,0,0,0,0,0,0,0,1003,1003,245,245,123,123,4014,0.128448,0.128448,1,8.88178419700125e-16,0,0,0.144331724620936,0.140579124530674,1.03234695723129,0,0,1.47455999999999,0.128448,0.152667428571428
periodic-iid20,periodic,none,16094232,546376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0992527497547468,0.0961885484232996,1.05922364185644,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094232,546376,13546104,13546104,0,1428401,610566,18771895938,51505375,656543516,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.982612628046139,1,0.982612628046139,1,9312,0.716269924117155,1,0.180293150778235,1,1,0.10710061740751,0.196625196181024,0.108087389085075,1,1,226,1,1,1,26,26,6,7,40,12,0,0,0,0,0,0,0,989,989,259,259,115,115,3988,0.127616,0.127616,1,4.44089209850063e-16,0,0,0.143111848738083,0.142190546714991,1.02836990509882,0,0,1.47455999999999,0.127616,0.152588190476189
closure-response-blackout-emergency,closure,response-blackout,16094232,546376,13546104,13546104,0,1428401,610566,18524499446,50855230,656444177,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.976610065032144,1,0.976610065032144,1,9312,0.719089283933882,1,0.180293150778235,1,1,0.10582814195634,0.195766436582332,0.107427107153536,1,1,226,1,1,1,78,78,19,20,120,36,0,0,0,0,0,0,0,985,985,263,263,190,190,7492,0.239744,0.239744,1,4.44089209850063e-16,0,0,0.1436789537733,0.142825519386764,1.02707770894476,0,0,1.47455999999999,0.239744,0.163267047619047
closure-response-blackout-no-emergency,closure,response-blackout,16094232,546376,13546104,13546104,0,1428401,610566,18524499446,50855230,487459839,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.55190870787913,0,4.55190870787913,0,9312,3.24109010891428,0,0.0692184178228805,1,0,0.304994212918919,0.548960896353332,0.500709957866704,1,1,226,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,865,865,227,227,190,190,7492,0.239744,0.239744,1,4.44089209850063e-16,0,0,0.248676481154388,0.257372779953196,0.663591001370754,0,0,1.23494399999999,0.239744,0.140446476190475
closure-prepare-blackout-emergency,closure,prepare-blackout,16094232,546376,13546104,13546104,0,1428401,610566,18747224633,49659879,656491052,303344846,303344846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.980401928772844,1,0.980401928772844,1,9718,0.719169049701264,1,0.138730421208585,1,1,0.102019340154054,0.196288125775506,0.107844212165013,1,1,226,1,1,1,58,58,0,20,90,26,0,0,0,0,0,0,0,987,987,261,261,21,21,696,0.022272,0.022272,1,4.44089209850063e-16,0,0,0.140329404631141,0.149191002645911,1.06331897981637,0,0,1.47455999999999,0.022272,0.142555428571428
closure-commit-blackout-emergency,closure,commit-blackout,16094232,546376,13546104,13546104,0,1428401,610566,18699320066,51048301,656857284,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.97664933048599,1,0.97664933048599,1,9312,0.719072241636284,1,0.180293150778235,1,1,0.10592524543913,0.195672513364231,0.107431426353459,1,1,226,1,1,1,65,65,7,20,101,29,0,0,0,0,0,0,0,984,984,264,264,120,120,4128,0.132096,0.132096,1,4.44089209850063e-16,0,0,0.143274095406204,0.142372743947765,1.02408871165182,0,0,1.47455999999999,0.132096,0.153014857142856
periodic-iid20,periodic,none,16094233,1733708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0995011584521257,0.0958334719853888,1.07232978813084,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094233,1733708,15871166,15871166,0,809286,591631,18705275080,47308067,656870305,303378446,303378446,1,1,1,1,3,1,1,44,56,1,1,1,31,1,1,3,0,0,0,6.4498852850114,0.449885285011399,1,0.970955796955229,1,0.970955796955229,1,9289,0.759355075707912,1,0.184495741418292,1,1,0.128731648116776,0.203900717360598,0.100895325028035,1,1,226,1,1,1,18,18,6,6,26,10,0,0,0,0,0,0,0,981,981,267,267,116,116,3738,0.119616,0.119616,1,4.44089209850063e-16,0,0,0.147989595120642,0.14659087478643,1.04593701581524,0,0,1.47455999999999,0.119616,0.151826285714285
closure-response-blackout-emergency,closure,response-blackout,16094233,1733708,15871166,15871166,0,809286,591631,18457584880,46651772,657600933,303378446,303378446,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,0.972443729457646,1,0.972443729457646,1,9289,0.750156921619623,1,0.184495741418292,1,1,0.131548867840806,0.204213183186106,0.101347704585435,1,1,226,1,1,1,60,60,20,20,90,30,0,0,0,0,0,0,0,979,979,269,269,192,192,7042,0.225344,0.225344,1,4.44089209850063e-16,0,0,0.149226926907626,0.147984639781389,1.03773055192416,0,0,1.47455999999999,0.225344,0.161895619047618
closure-response-blackout-no-emergency,closure,response-blackout,16094233,1733708,15871166,15871166,0,809286,591631,18457584880,46651772,521519793,303378446,303378446,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,4.05101032035522,0,4.05101032035522,0,9289,2.95617595982132,0,0.089529063290438,1,0,0.266958249360263,0.496251262400708,0.445611135239075,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,889,889,239,239,192,192,7042,0.225344,0.225344,1,4.44089209850063e-16,0,0,0.230529418905125,0.23725580303988,0.695088408885539,0,0,1.29023999999999,0.225344,0.144341333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094233,1733708,15871166,15871166,0,809286,591631,18678587291,46163434,657672182,303378446,303378446,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,0.97481322438695,1,0.97481322438695,1,9492,0.750208321261022,1,0.156186026184642,1,1,0.108481166199483,0.20471077712126,0.101814399884668,1,1,226,1,1,1,40,40,0,20,60,20,0,0,0,0,0,0,0,981,981,267,267,13,13,472,0.015104,0.015104,1,4.44089209850063e-16,0,0,0.144876963627964,0.153796113451169,1.03999490768855,0,0,1.47455999999999,0.015104,0.141872761904761
closure-commit-blackout-emergency,closure,commit-blackout,16094233,1733708,15871166,15871166,0,809286,591631,18660666714,47877258,657741410,303378446,303378446,1,1,1,1,3,1,1,44,56,1,1,1,31,1,0,1,2,0,1,6.4498852850114,0.449885285011399,1,0.971785927456746,1,0.971785927456746,1,9289,0.75011400401905,1,0.184495741418292,1,1,0.129641377586274,0.204075044765917,0.101188022514907,1,1,226,1,1,1,46,46,6,20,71,21,0,0,0,0,0,0,0,982,982,266,266,121,121,3878,0.124096,0.124096,1,4.44089209850063e-16,0,0,0.147845226925182,0.146435461189523,1.04419702895943,0,0,1.47455999999999,0.124096,0.152252952380951
periodic-iid20,periodic,none,16094234,982462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100532854463876,0.0970371762471322,1.0602242093317,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094234,982462,13901750,13901750,0,1769233,610566,18680064825,51522067,656747545,303375646,303375646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.919925741494254,1,0.919925741494254,1,9312,0.800577174749922,1,0.179842431815374,1,1,0.134032985275044,0.193184405713793,0.0962760151890311,1,1,226,1,1,1,28,28,7,7,47,9,0,0,0,0,0,0,0,975,975,273,273,115,115,3988,0.127616,0.127616,1,8.88178419700125e-16,0,0,0.139695348250034,0.138502602157977,1.03230947334825,0,0,1.47455999999999,0.127616,0.152588190476189
closure-response-blackout-emergency,closure,response-blackout,16094234,982462,13901750,13901750,0,1769233,610566,18432668333,50801868,656966821,303375646,303375646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.921569811270566,1,0.921569811270566,1,9312,0.788930048086516,1,0.184639263691619,1,1,0.135335702217681,0.193529660366819,0.0968697911689995,1,1,226,1,1,1,79,79,19,20,134,24,0,0,0,0,0,0,0,981,981,267,267,188,188,7478,0.239296,0.239296,1,8.88178419700125e-16,0,0,0.138671484574542,0.137356310218597,1.03310292921957,0,0,1.47455999999999,0.239296,0.16322438095238
closure-response-blackout-no-emergency,closure,response-blackout,16094234,982462,13901750,13901750,0,1769233,610566,18432668333,50801868,485993726,303375646,303375646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.44066960625048,0,4.44066960625048,0,9312,3.2653176293938,0,0.0628481435374131,1,0,0.295543556488127,0.546295590061281,0.488473656687553,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,847,847,243,243,188,188,7478,0.239296,0.239296,1,8.88178419700125e-16,0,0,0.245695447777198,0.254241021774639,0.666427821819499,0,0,1.23187199999999,0.239296,0.140111238095237
closure-prepare-blackout-emergency,closure,prepare-blackout,16094234,982462,13901750,13901750,0,1769233,610566,18654579634,49574089,656910706,303375646,303375646,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.921890306188414,1,0.921890306188414,1,9718,0.789037475193925,1,0.150363480918241,1,1,0.100213278457879,0.193596964299567,0.0968745337492347,1,1,226,1,1,1,59,59,0,20,99,19,0,0,0,0,0,0,0,973,973,275,275,20,20,672,0.021504,0.021504,1,4.44089209850063e-16,0,0,0.135956576682722,0.145810236029121,1.06152179915677,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094234,982462,13901750,13901750,0,1769233,610566,18606441945,50956172,656915530,303375646,303375646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.921520482232184,1,0.921520482232184,1,9312,0.788925806114199,1,0.184639263691619,1,1,0.135156302805277,0.193519301268759,0.0968595304842682,1,1,226,1,1,1,66,66,7,20,109,23,0,0,0,0,0,0,0,979,979,269,269,119,119,4100,0.1312,0.1312,1,8.88178419700125e-16,0,0,0.138601558978689,0.137277106698134,1.03157722431653,0,0,1.47455999999999,0.1312,0.152929523809523
periodic-iid20,periodic,none,16094235,1239070,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0984031682145856,0.0955893256346442,1.06234212560486,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094235,1239070,15014592,15014592,0,798063,591631,18683548229,47790014,656553987,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,31,1,1,3,0,0,0,6.4498852850114,0.449885285011399,1,0.963151901860734,1,0.963151901860734,1,9289,0.784243388514655,1,0.184656914544315,1,1,0.133207038766442,0.202261899390754,0.0942635197563625,1,1,226,1,1,1,20,20,6,7,30,10,0,0,0,0,0,0,0,984,984,264,264,117,117,3874,0.123968,0.123968,1,8.88178419700125e-16,0,0,0.141634374586187,0.140165051423724,1.03199497884666,0,0,1.47455999999999,0.123968,0.152240761904761
closure-response-blackout-emergency,closure,response-blackout,16094235,1239070,15014592,15014592,0,798063,591631,18435858029,46376276,657338983,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,0.961688619569494,1,0.961688619569494,1,9289,0.781183304345195,1,0.184656914544315,1,1,0.134222083033097,0.201954610109594,0.0942024213566771,1,1,226,1,1,1,59,59,19,20,92,26,0,0,0,0,0,0,0,983,983,265,265,189,189,6966,0.222912,0.222912,1,8.88178419700125e-16,0,0,0.14151802286099,0.140035633568025,1.03017568278494,0,0,1.47455999999999,0.222912,0.161663999999999
closure-response-blackout-no-emergency,closure,response-blackout,16094235,1239070,15014592,15014592,0,798063,591631,18435858029,46376276,522319172,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,4.26161431518904,0,4.26161431518904,0,9289,3.24543130419553,0,0.0728762717364633,1,0,0.263613448304853,0.509710047997617,0.468777574670795,1,1,226,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,0,891,891,239,239,189,189,6966,0.222912,0.222912,1,8.88178419700125e-16,0,0,0.225767177981772,0.232515828810894,0.693359866506089,0,0,1.29331199999999,0.222912,0.144402285714285
closure-prepare-blackout-emergency,closure,prepare-blackout,16094235,1239070,15014592,15014592,0,798063,591631,18656642035,45988248,656758978,303358846,303358846,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,0.96399648610251,1,0.96399648610251,1,9492,0.781242764510836,1,0.147038970831771,1,1,0.114446990570349,0.202439262081527,0.094626870875067,1,1,226,1,1,1,39,39,0,20,58,20,0,0,0,0,0,0,0,981,981,267,267,11,11,424,0.013568,0.013568,1,4.44089209850063e-16,0,0,0.138020743471803,0.146580000597267,1.06610539946362,0,0,1.47455999999999,0.013568,0.141726476190475
closure-commit-blackout-emergency,closure,commit-blackout,16094235,1239070,15014592,15014592,0,798063,591631,18641496066,47305820,657239401,303358846,303358846,1,1,1,1,3,1,1,44,56,1,1,1,31,1,0,1,2,0,1,6.4498852850114,0.449885285011399,1,0.961411482933584,1,0.961411482933584,1,9289,0.781179158282181,1,0.184656914544315,1,1,0.134004100727774,0.201896411416053,0.0941809995973068,1,1,226,1,1,1,46,46,7,20,71,21,0,0,0,0,0,0,0,985,985,263,263,122,122,4014,0.128448,0.128448,1,8.88178419700125e-16,0,0,0.141322185307726,0.139815554834141,1.02884548178709,0,0,1.47455999999999,0.128448,0.152667428571428
periodic-iid20,periodic,none,16094236,1019693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0986922564919467,0.0958920372628863,1.05945078212912,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094236,1019693,10509080,10509080,0,1149590,610566,18752645235,51410045,657477642,303350446,303350446,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.891273740751439,1,0.891273740751439,1,9312,0.730259033744598,1,0.186687336350406,1,1,0.109320394947472,0.187167485557802,0.0920772596969073,1,1,226,1,1,1,31,31,7,8,47,15,0,0,0,0,0,0,0,1001,1001,247,247,118,118,4248,0.135936,0.135936,1,8.88178419700125e-16,0,0,0.134264684623395,0.132998869079447,1.04848047220155,0,0,1.47455999999999,0.135936,0.15338057142857
closure-response-blackout-emergency,closure,response-blackout,16094236,1019693,10509080,10509080,0,1149590,610566,18505248743,50814232,657252801,303350446,303350446,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.881224078865734,1,0.881224078865734,1,9312,0.726021414006522,1,0.186687336350406,1,1,0.111403552505419,0.185057056561804,0.0898745863445888,1,1,226,1,1,1,79,79,19,20,123,35,0,0,0,0,0,0,0,1006,1006,242,242,190,190,7480,0.23936,0.23936,1,8.88178419700125e-16,0,0,0.134820362982086,0.133622947478357,1.04667089777624,0,0,1.47455999999999,0.23936,0.163230476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094236,1019693,10509080,10509080,0,1149590,610566,18505248743,50814232,485892940,303350446,303350446,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.53632821879464,0,4.53632821879464,0,9312,3.26372286448205,0,0.0772705444127115,1,0,0.294903179798096,0.545346496822995,0.498996104067411,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,883,883,207,207,190,190,7480,0.23936,0.23936,1,8.88178419700125e-16,0,0,0.24669609816978,0.255646963636113,0.664762490731452,0,0,1.23187199999999,0.23936,0.140117333333333
closure-prepare-blackout-emergency,closure,prepare-blackout,16094236,1019693,10509080,10509080,0,1149590,610566,18727205479,49754237,657714792,303350446,303350446,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.882085506778578,1,0.882085506778578,1,9718,0.725930892053782,1,0.169852584500639,1,1,0.100170065508922,0.185237956423501,0.0899490360161931,1,1,226,1,1,1,59,59,0,20,94,24,0,0,0,0,0,0,0,1004,1004,244,244,22,22,720,0.02304,0.02304,1,4.44089209850063e-16,0,0,0.131279287854847,0.141048141941828,1.05801843466024,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094236,1019693,10509080,10509080,0,1149590,610566,18677205608,50947676,657511123,303350446,303350446,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.88420837472949,1,0.88420837472949,1,9312,0.725967862880684,1,0.186687336350406,1,1,0.109299489535567,0.185683758693193,0.0903812274861258,1,1,226,1,1,1,67,67,8,20,104,30,0,0,0,0,0,0,0,1008,1008,240,240,123,123,4388,0.140416,0.140416,1,8.88178419700125e-16,0,0,0.133356966401504,0.131981384465933,1.04574619915456,0,0,1.47455999999999,0.140416,0.153807238095237
periodic-iid20,periodic,none,16094237,643994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0998990726847464,0.096542053290027,1.06603877238786,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094237,643994,14354758,14354758,0,1035212,610566,18737979634,51821246,657348691,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,30,1,1,4,0,0,0,6.23488910884435,0.234889108844352,1,0.981761194000814,1,0.981761194000814,1,9290,0.747128840511777,1,0.180485939666895,1,1,0.111411194799989,0.204022177549347,0.107993731340089,1,1,226,1,1,1,20,20,5,5,33,7,0,0,0,0,0,0,0,1007,1007,241,241,102,102,3476,0.111232,0.111232,1,4.44089209850063e-16,0,0,0.147831623906668,0.146034799073874,1.03139577894645,0,0,1.47455999999999,0.111232,0.151027809523809
closure-response-blackout-emergency,closure,response-blackout,16094237,643994,14354758,14354758,0,1035212,610566,18490583142,50806256,657351462,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,0.980279247587138,1,0.980279247587138,1,9290,0.73993572099376,1,0.180485939666895,1,1,0.111477219494483,0.203660004678039,0.107830717234585,1,1,226,1,1,1,80,80,20,20,131,29,0,0,0,0,0,0,0,1012,1012,236,236,186,186,7478,0.239296,0.239296,1,4.44089209850063e-16,0,0,0.146331950877571,0.144344109622123,1.02534580434011,0,0,1.47455999999999,0.239296,0.16322438095238
closure-response-blackout-no-emergency,closure,response-blackout,16094237,643994,14354758,14354758,0,1035212,610566,18490583142,50806256,484016005,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,4.56824578422927,0,4.56824578422927,0,9290,3.36080937526988,0,0.0737028840614034,1,0,0.286351300248828,0.553187081566693,0.50250703626522,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,881,881,207,207,186,186,7478,0.239296,0.239296,1,4.44089209850063e-16,0,0,0.264537554674754,0.273559355403262,0.667505919635415,0,0,1.22879999999999,0.239296,0.139818666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094237,643994,14354758,14354758,0,1035212,610566,18715041366,49848787,656854874,303344846,303344846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.977500455489571,1,0.977500455489571,1,9718,0.73990326311762,1,0.144492528074945,1,1,0.107647248669184,0.203337391595763,0.107525050103853,1,1,226,1,1,1,60,60,0,20,97,23,0,0,0,0,0,0,0,1008,1008,240,240,23,23,744,0.023808,0.023808,1,4.44089209850063e-16,0,0,0.144825711566725,0.153895484422218,1.06744107786514,0,0,1.47455999999999,0.023808,0.142701714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094237,643994,14354758,14354758,0,1035212,610566,18667145962,51374753,656603215,303344846,303344846,1,1,3,1,4,1,1,48,56,1,1,1,30,1,0,1,3,0,1,6.23488910884435,0.234889108844352,1,0.979850650579785,1,0.979850650579785,1,9290,0.739955729370685,1,0.180485939666895,1,1,0.111716725610485,0.203618077533813,0.107783571563776,1,1,226,1,1,1,65,65,5,20,104,26,0,0,0,0,0,0,0,1009,1009,239,239,107,107,3616,0.115712,0.115712,1,4.44089209850063e-16,0,0,0.147034322491537,0.145134840391255,1.02610933876441,0,0,1.47455999999999,0.115712,0.151454476190475
periodic-iid20,periodic,none,16094238,847326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0980647288861284,0.0958434883829319,1.0577636671145,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094238,847326,14772566,14772566,0,1326245,591631,18795260914,47529902,656912398,303381246,303381246,1,1,1,1,3,1,1,44,56,1,1,1,30,1,1,3,0,0,0,6.23488910884435,0.234889108844352,1,0.922692796358654,1,0.922692796358654,1,9278,0.736127940241318,1,0.181811293975444,1,1,0.119629075163195,0.193765487235317,0.0970384902816741,1,1,226,1,1,1,18,18,6,6,26,10,0,0,0,0,0,0,0,992,992,256,256,114,114,3780,0.12096,0.12096,1,4.44089209850063e-16,0,0,0.141154961278709,0.139946724926937,1.03711397193031,0,0,1.47455999999999,0.12096,0.151954285714285
